30
1,24,75,24,80
2,5,14,7,17
3,45,36,45,27
4,30,76,16,1
5,23,25,38,55
6,7,4,34,39
7,3,26,3,40
8,24,16,25,17
9,25,36,26,1
10,26,23,28,1
11,23,23,28,28
12,32,6,32,1
13,25,38,34,1
14,31,13,36,1
15,26,15,29,53
16,30,14,35,5
17,5,12,12,80
18,5,52,14,80
19,22,46,16,80
20,17,80,15,78
21,10,68,20,80
22,22,79,22,80
23,25,73,24,80
24,27,63,26,80
25,20,80,20,21
26,31,74,35,9
27,22,25,32,80
28,38,79,38,71
29,21,26,36,80
30,44,75,38,4
